Unnamed: 0,image_filename,flower_type,dominant_colors,Linalool,Geraniol,Citronellol
2473,tulip/14087439392_969444f56e.jpg,tulip,pink,0.08,0.11,0.28
885,sunflower/5955501969_e42f038a6f_n.jpg,sunflower,yellow,0.06,0.16,0.19
1237,rose/9216324117_5fa1e2bc25_n.jpg,rose,red,0.09,0.16,0.12
378,daisy/6529588249_d9cbe68aab_n.jpg,daisy,white,0.07,0.25,0.23
566,sunflower/9448615838_04078d09bf_n.jpg,sunflower,yellow,0.07,0.24,0.1
630,sunflower/6606813305_c992231d29_m.jpg,sunflower,yellow,0.07,0.31,0.45
2329,tulip/8838975946_f54194894e_m.jpg,tulip,pink,0.08,0.29,0.46
2454,tulip/8892851067_79242a7362_n.jpg,tulip,pink,0.09,0.17,0.49
1686,dandelion/13675534854_03caf51644_m.jpg,dandelion,yellow,0.1,0.47,0.25
1417,rose/15104537437_f6730b38c3_n.jpg,rose,red,0.08,0.26,0.37
292,daisy/7377004908_5bc0cde347_n.jpg,daisy,white,0.09,0.17,0.31
1868,dandelion/8754822932_948afc7cef.jpg,dandelion,yellow,0.06,0.49,0.16
904,sunflower/8192234807_fed4a46f1a_n.jpg,sunflower,yellow,0.08,0.33,0.44
2553,tulip/4558912791_084e440365_m.jpg,tulip,pink,0.1,0.25,0.29
554,sunflower/15054752730_fcf54d475e_m.jpg,sunflower,yellow,0.08,0.11,0.43
2701,tulip/8394186551_28eed83a94_m.jpg,tulip,pink,0.09,0.38,0.16
1213,rose/14408977935_a397e796b8_m.jpg,rose,red,0.08,0.47,0.26
2153,tulip/9019694597_2d3bbedb17.jpg,tulip,pink,0.07,0.43,0.24
259,daisy/17101762155_2577a28395.jpg,daisy,white,0.05,0.15,0.29
146,daisy/4657354814_f368762c53_m.jpg,daisy,white,0.06,0.47,0.17
1095,rose/3171577977_8608282f04_m.jpg,rose,red,0.07,0.21,0.47
1161,rose/9702378513_229a96b754_m.jpg,rose,red,0.06,0.21,0.43
385,daisy/2642408410_61545fdc83_n.jpg,daisy,white,0.1,0.46,0.12
624,sunflower/15030133005_9728102622_z.jpg,sunflower,yellow,0.09,0.48,0.41
2112,dandelion/7267547016_c8903920bf.jpg,dandelion,yellow,0.06,0.48,0.2
1673,dandelion/3580443099_9a6902ebd8_n.jpg,dandelion,yellow,0.09,0.48,0.4
1090,rose/10894627425_ec76bbc757_n.jpg,rose,red,0.06,0.44,0.13
535,sunflower/23247483352_0defc7a6dc_n.jpg,sunflower,yellow,0.09,0.11,0.43
174,daisy/3611577717_f3a7a8c416_n.jpg,daisy,white,0.07,0.37,0.37
500,daisy/4669117051_ce61e91b76.jpg,daisy,white,0.08,0.4,0.16
2730,tulip/16765283686_0315ae00a8.jpg,tulip,pink,0.05,0.18,0.42
1109,rose/15999816377_4b95e0b538_n.jpg,rose,red,0.08,0.29,0.31
77,daisy/3963330924_6c6a3fa7be_n.jpg,daisy,white,0.09,0.22,0.46
741,sunflower/4933821940_38064522a8.jpg,sunflower,yellow,0.08,0.48,0.14
1736,dandelion/5045509402_6e052ce443.jpg,dandelion,yellow,0.09,0.11,0.33
1794,dandelion/8707349105_6d06b543b0.jpg,dandelion,yellow,0.05,0.31,0.14
1729,dandelion/4696437766_85952d0196.jpg,dandelion,yellow,0.09,0.41,0.31
2082,dandelion/19435491090_7af558e17e.jpg,dandelion,yellow,0.06,0.49,0.49
283,daisy/5684911529_88a7ae32ba_n.jpg,daisy,white,0.06,0.13,0.21
525,sunflower/7510240282_87554c7418_n.jpg,sunflower,yellow,0.09,0.13,0.21
1000,rose/3634244527_e72c47842c_n.jpg,rose,red,0.05,0.45,0.23
1376,rose/4713533500_fcc295de70_n.jpg,rose,red,0.07,0.33,0.28
1261,rose/7211616670_2d49ecb3a5_m.jpg,rose,red,0.07,0.48,0.21
2015,dandelion/8194560480_bfc1fb5801.jpg,dandelion,yellow,0.06,0.25,0.46
191,daisy/4286053334_a75541f20b_m.jpg,daisy,white,0.08,0.28,0.42
2300,tulip/6948277038_89d7ff42e2_m.jpg,tulip,pink,0.09,0.35,0.26
2319,tulip/14235021006_dd001ea8ed_n.jpg,tulip,pink,0.09,0.32,0.43
2520,tulip/15458787091_3edc6cd1eb.jpg,tulip,pink,0.06,0.34,0.47
2080,dandelion/4634716478_1cbcbee7ca.jpg,dandelion,yellow,0.08,0.46,0.48
435,daisy/14613443462_d4ed356201.jpg,daisy,white,0.08,0.28,0.15
817,sunflower/14925398301_55a180f919_n.jpg,sunflower,yellow,0.08,0.22,0.29
2603,tulip/17719248689_cfd5d2f228_n.jpg,tulip,pink,0.07,0.48,0.49
142,daisy/2838487505_6c3b48efa5_m.jpg,daisy,white,0.05,0.18,0.37
2204,tulip/6982913043_3b873c6a25.jpg,tulip,pink,0.06,0.29,0.33
285,daisy/2646438199_b309cffd65_n.jpg,daisy,white,0.06,0.37,0.11
1691,dandelion/6060576850_984176cf4f_n.jpg,dandelion,yellow,0.08,0.12,0.13
707,sunflower/15973657966_d6f6005539_n.jpg,sunflower,yellow,0.1,0.14,0.42
628,sunflower/7176729812_7c053921fb_m.jpg,sunflower,yellow,0.09,0.31,0.46
1841,dandelion/5217892384_3edce91761_m.jpg,dandelion,yellow,0.06,0.36,0.2
1404,rose/13264214185_d6aa79b3bd.jpg,rose,red,0.06,0.16,0.32
1080,rose/5050969148_a0090f762a.jpg,rose,red,0.05,0.22,0.12
1255,rose/8524505682_bda885af3a_n.jpg,rose,red,0.07,0.18,0.41
1647,dandelion/9517326597_5d116a0166.jpg,dandelion,yellow,0.08,0.5,0.44
687,sunflower/22686342422_c0b9e2f38e.jpg,sunflower,yellow,0.05,0.25,0.17
849,sunflower/9481563239_01b585b41d_n.jpg,sunflower,yellow,0.05,0.21,0.18
1719,dandelion/10946896405_81d2d50941_m.jpg,dandelion,yellow,0.09,0.17,0.23
1368,rose/5840476802_dfa40deb1f_m.jpg,rose,red,0.08,0.27,0.36
1574,dandelion/19443726008_8c9c68efa7_m.jpg,dandelion,yellow,0.05,0.21,0.34
1844,dandelion/9533964635_f38e6fa3c3.jpg,dandelion,yellow,0.08,0.47,0.32
2495,tulip/14068200854_5c13668df9_m.jpg,tulip,pink,0.08,0.13,0.37
1987,dandelion/6985099958_5249a4688b.jpg,dandelion,yellow,0.07,0.18,0.29
38,daisy/13491959645_2cd9df44d6_n.jpg,daisy,white,0.06,0.24,0.2
1732,dandelion/5744236092_de84b4e38d_n.jpg,dandelion,yellow,0.08,0.16,0.14
1210,rose/17051448596_69348f7fce_m.jpg,rose,red,0.1,0.25,0.31
2197,tulip/4550805310_5f81c9ba08_n.jpg,tulip,pink,0.07,0.37,0.21
1623,dandelion/14021281124_89cc388eac_n.jpg,dandelion,yellow,0.09,0.1,0.31
70,daisy/3440366251_5b9bdf27c9_m.jpg,daisy,white,0.06,0.49,0.41
85,daisy/3456403987_5bd5fa6ece_n.jpg,daisy,white,0.05,0.26,0.16
2210,tulip/13509973805_bda5fa8982.jpg,tulip,pink,0.08,0.43,0.45
625,sunflower/9904127656_f76a5a4811_m.jpg,sunflower,yellow,0.06,0.13,0.21
2667,tulip/7082608511_f4cf233f59_n.jpg,tulip,pink,0.09,0.19,0.19
829,sunflower/4933229357_1c5cc03f65_m.jpg,sunflower,yellow,0.06,0.41,0.47
835,sunflower/23286304156_3635f7de05.jpg,sunflower,yellow,0.07,0.21,0.43
2089,dandelion/8981828144_4b66b4edb6_n.jpg,dandelion,yellow,0.08,0.3,0.38
1670,dandelion/10778387133_9141024b10.jpg,dandelion,yellow,0.1,0.11,0.45
408,daisy/9146733107_98b15d3892_m.jpg,daisy,white,0.05,0.29,0.18
556,sunflower/4804434999_bf2187e96a_n.jpg,sunflower,yellow,0.09,0.15,0.45
2593,tulip/15149373026_93aacc65c5.jpg,tulip,pink,0.06,0.28,0.24
1934,dandelion/5762590366_5cf7a32b87_n.jpg,dandelion,yellow,0.06,0.41,0.18
1028,rose/6473543547_4fefdbd5dc.jpg,rose,red,0.08,0.24,0.26
2271,tulip/13562271714_d534531374.jpg,tulip,pink,0.07,0.31,0.17
1100,rose/4503599544_3822e7d1be.jpg,rose,red,0.09,0.13,0.47
132,daisy/2607132536_d95198e619_n.jpg,daisy,white,0.06,0.27,0.12
343,daisy/19019544592_b64469bf84_n.jpg,daisy,white,0.06,0.43,0.44
641,sunflower/7820398908_4316bbba45.jpg,sunflower,yellow,0.08,0.32,0.16
780,sunflower/5923649444_a823e534e9.jpg,sunflower,yellow,0.07,0.18,0.15
1367,rose/4684127262_6c3346188d.jpg,rose,red,0.06,0.32,0.4
1823,dandelion/19437578578_6ab1b3c984.jpg,dandelion,yellow,0.06,0.12,0.11
1044,rose/4413509121_a62879598a.jpg,rose,red,0.08,0.26,0.2
1484,rose/5897035797_e67bf68124_n.jpg,rose,red,0.08,0.37,0.21
2045,dandelion/7280217714_fb9ffccf2d_n.jpg,dandelion,yellow,0.07,0.28,0.36
2567,tulip/5674167473_ac696c8989_n.jpg,tulip,pink,0.06,0.33,0.14
1326,rose/4588034197_e300b0872a_n.jpg,rose,red,0.09,0.27,0.5
2613,tulip/8623173256_3f0eb4c506.jpg,tulip,pink,0.05,0.21,0.31
702,sunflower/15069459615_7e0fd61914_n.jpg,sunflower,yellow,0.07,0.15,0.22
1009,rose/19271410704_932d1f2c97_n.jpg,rose,red,0.06,0.4,0.16
1898,dandelion/7884440256_91c033732d.jpg,dandelion,yellow,0.08,0.43,0.45
1318,rose/3624546109_8eb98f0cdb.jpg,rose,red,0.08,0.29,0.23
212,daisy/3098641292_76c908ba1f_n.jpg,daisy,white,0.08,0.13,0.16
1020,rose/8063462557_e0a8bd6c64_n.jpg,rose,red,0.08,0.34,0.11
2005,dandelion/3761310831_41b5eba622_n.jpg,dandelion,yellow,0.05,0.36,0.48
1645,dandelion/7162551630_3647eb9254.jpg,dandelion,yellow,0.07,0.15,0.23
2242,tulip/13956300996_07e64a3dbd_n.jpg,tulip,pink,0.08,0.5,0.36
1731,dandelion/17077940105_d2cd7b9ec4_n.jpg,dandelion,yellow,0.07,0.3,0.32
2086,dandelion/4558562689_c8e2ab9f10.jpg,dandelion,yellow,0.07,0.17,0.46
424,daisy/13583238844_573df2de8e_m.jpg,daisy,white,0.07,0.27,0.21
528,sunflower/18972803569_1a0634f398_m.jpg,sunflower,yellow,0.06,0.48,0.38
2285,tulip/17408197905_829c4d7940_m.jpg,tulip,pink,0.09,0.49,0.24
1488,rose/14221192676_eb8c89a7d6_n.jpg,rose,red,0.08,0.18,0.28
1429,rose/19988406792_68201f76e3_n.jpg,rose,red,0.06,0.18,0.36
1244,rose/8742493617_c2a9bf854f_m.jpg,rose,red,0.06,0.3,0.39
891,sunflower/16832961488_5f7e70eb5e_n.jpg,sunflower,yellow,0.09,0.26,0.18
434,daisy/5884807222_22f5326ba8_m.jpg,daisy,white,0.06,0.19,0.16
834,sunflower/13095941995_9a66faa713_n.jpg,sunflower,yellow,0.07,0.31,0.29
851,sunflower/10386525695_2c38fea555_n.jpg,sunflower,yellow,0.08,0.44,0.24
2244,tulip/12916017805_1cde91a891_n.jpg,tulip,pink,0.1,0.34,0.48
1931,dandelion/9301891790_971dcfb35d_m.jpg,dandelion,yellow,0.07,0.44,0.3
1810,dandelion/3675486971_d4c8683b54_n.jpg,dandelion,yellow,0.09,0.34,0.48
1992,dandelion/21523597492_39b6765cd7_m.jpg,dandelion,yellow,0.08,0.15,0.21
657,sunflower/5979111025_3bcae48ae6_n.jpg,sunflower,yellow,0.08,0.27,0.45
983,sunflower/5043409856_395300dbe5_m.jpg,sunflower,yellow,0.08,0.44,0.24
1945,dandelion/14202166370_e989588332.jpg,dandelion,yellow,0.06,0.47,0.48
42,daisy/5133243796_44de429de5_m.jpg,daisy,white,0.09,0.5,0.23
922,sunflower/4877195645_791c3a83b9_m.jpg,sunflower,yellow,0.06,0.4,0.26
368,daisy/14551098743_2842e7a004_n.jpg,daisy,white,0.09,0.47,0.2
496,daisy/3627678863_557552c879_m.jpg,daisy,white,0.08,0.43,0.41
1894,dandelion/14335561523_f847f2f4f1.jpg,dandelion,yellow,0.08,0.44,0.11
300,daisy/8348621545_8f02b82662_n.jpg,daisy,white,0.09,0.48,0.38
1282,rose/15186434972_e353da940a.jpg,rose,red,0.07,0.13,0.13
1257,rose/14166797345_d2ab9da518.jpg,rose,red,0.07,0.1,0.21
1908,dandelion/3662701865_3ff283a33a_n.jpg,dandelion,yellow,0.08,0.24,0.46
2239,tulip/4579079143_f65b39dd9f.jpg,tulip,pink,0.09,0.47,0.13
1052,rose/6280787884_141cd7b382_n.jpg,rose,red,0.07,0.22,0.3
678,sunflower/8174972548_0051c2d431.jpg,sunflower,yellow,0.07,0.34,0.16
176,daisy/2908212142_5437fa67ff_n.jpg,daisy,white,0.07,0.33,0.14
1225,rose/8437935944_aab997560a_n.jpg,rose,red,0.06,0.2,0.43
1924,dandelion/6994931102_4667c0352e.jpg,dandelion,yellow,0.09,0.18,0.44
60,daisy/18684594849_7dd3634f5e_n.jpg,daisy,white,0.08,0.41,0.34
2062,dandelion/5598014250_684c28bd5c_n.jpg,dandelion,yellow,0.1,0.18,0.26
699,sunflower/9588522189_db6166f67f.jpg,sunflower,yellow,0.08,0.31,0.18
2165,tulip/17862445825_f7031d6f26.jpg,tulip,pink,0.05,0.25,0.45
420,daisy/10172379554_b296050f82_n.jpg,daisy,white,0.05,0.23,0.42
733,sunflower/14925397761_46ecfa24e0.jpg,sunflower,yellow,0.05,0.2,0.4
1032,rose/18741313803_1bbf842fc6_n.jpg,rose,red,0.08,0.15,0.44
310,daisy/9593034725_0062f0d24e_n.jpg,daisy,white,0.06,0.22,0.35
1697,dandelion/4622115595_a0de9f2013_n.jpg,dandelion,yellow,0.07,0.45,0.31
1699,dandelion/8805314187_1aed702082_n.jpg,dandelion,yellow,0.09,0.43,0.31
1378,rose/8337607102_d9e0fa887e.jpg,rose,red,0.08,0.22,0.19
1059,rose/7186509956_c37c02fb43_n.jpg,rose,red,0.08,0.35,0.12
1279,rose/4735314389_94fe1b2a9f_n.jpg,rose,red,0.1,0.38,0.35
1734,dandelion/16510864164_3afa8ac37f.jpg,dandelion,yellow,0.09,0.33,0.21
898,sunflower/4821232343_7e0bcfbfdf_n.jpg,sunflower,yellow,0.07,0.12,0.11
880,sunflower/6606753075_72ee32aa30_m.jpg,sunflower,yellow,0.06,0.31,0.28
2516,tulip/13542672763_20c3cb9272.jpg,tulip,pink,0.06,0.11,0.48
736,sunflower/18237215308_a158d49f28_n.jpg,sunflower,yellow,0.09,0.35,0.36
1154,rose/4860145119_b1c3cbaa4e_n.jpg,rose,red,0.06,0.4,0.4
1045,rose/15060816740_68e1b2c31b.jpg,rose,red,0.07,0.45,0.41
993,sunflower/4932736136_0115955987.jpg,sunflower,yellow,0.09,0.48,0.39
2266,tulip/8712267391_c756f18ee7_n.jpg,tulip,pink,0.06,0.44,0.15
1752,dandelion/8979062599_86cac547b8.jpg,dandelion,yellow,0.1,0.29,0.37
2560,tulip/13903937027_44b9f2f5b8.jpg,tulip,pink,0.06,0.27,0.28
1327,rose/3276552939_8c31b22d3e.jpg,rose,red,0.06,0.32,0.13
1805,dandelion/8719032054_9a3ce4f0ff.jpg,dandelion,yellow,0.06,0.33,0.22
2396,tulip/7447655334_e8f805ab95_m.jpg,tulip,pink,0.07,0.31,0.17
1142,rose/21522100663_455b77a90c_n.jpg,rose,red,0.06,0.19,0.31
477,daisy/12193032636_b50ae7db35_n.jpg,daisy,white,0.08,0.36,0.31
2670,tulip/14025589299_eac64c51af_m.jpg,tulip,pink,0.08,0.43,0.25
1202,rose/4061451210_1650590c6a.jpg,rose,red,0.09,0.23,0.17
2531,tulip/5700466891_2bcb17fa68_n.jpg,tulip,pink,0.09,0.3,0.32
975,sunflower/9216286876_289a4779f7.jpg,sunflower,yellow,0.07,0.48,0.27
2534,tulip/4582198748_20fa7caaa1.jpg,tulip,pink,0.05,0.49,0.28
1295,rose/7316409504_7cf3707f8a_m.jpg,rose,red,0.06,0.4,0.25
2373,tulip/14015957646_8317a0f1d9_n.jpg,tulip,pink,0.1,0.33,0.23
2646,tulip/16677199221_eab3f22378_n.jpg,tulip,pink,0.1,0.32,0.14
516,sunflower/22183521655_56221bf2a4_n.jpg,sunflower,yellow,0.09,0.46,0.42
2335,tulip/13513644515_a51470b899.jpg,tulip,pink,0.1,0.17,0.25
790,sunflower/20148493928_9f75a99783.jpg,sunflower,yellow,0.07,0.26,0.16
2312,tulip/14014595475_5892fcda51_n.jpg,tulip,pink,0.08,0.16,0.26
1681,dandelion/13887066460_64156a9021.jpg,dandelion,yellow,0.1,0.21,0.22
1765,dandelion/23192507093_2e6ec77bef_n.jpg,dandelion,yellow,0.08,0.28,0.27
1976,dandelion/14362539701_cf19e588ca.jpg,dandelion,yellow,0.05,0.47,0.21
2410,tulip/16303377824_6e9128b4bd.jpg,tulip,pink,0.08,0.3,0.21
1348,rose/17449165090_dfb27af360_n.jpg,rose,red,0.08,0.23,0.19
23,daisy/7066602021_2647457985_m.jpg,daisy,white,0.09,0.29,0.39
2357,tulip/13923539227_bdab038dc8.jpg,tulip,pink,0.08,0.11,0.43
446,daisy/12891819633_e4c82b51e8.jpg,daisy,white,0.09,0.5,0.17
895,sunflower/15207507116_8b7f894508_m.jpg,sunflower,yellow,0.08,0.21,0.2
521,sunflower/4872892690_52dc25b0b4.jpg,sunflower,yellow,0.08,0.3,0.45
167,daisy/4753134939_8e87649db6.jpg,daisy,white,0.07,0.36,0.1
1405,rose/8035910225_125beceb98_n.jpg,rose,red,0.05,0.37,0.16
28,daisy/11023272144_fce94401f2_m.jpg,daisy,white,0.06,0.41,0.14
2523,tulip/7166598930_18d8686ace_n.jpg,tulip,pink,0.1,0.36,0.47
330,daisy/4144275653_7c02d47d9b.jpg,daisy,white,0.06,0.14,0.36
1371,rose/6347846935_51e3dc2481_n.jpg,rose,red,0.09,0.3,0.38
1123,rose/16374919860_4e445de29f_n.jpg,rose,red,0.09,0.13,0.5
232,daisy/6480809573_76a0074b69_n.jpg,daisy,white,0.09,0.31,0.2
328,daisy/2539552964_921cf645ba_n.jpg,daisy,white,0.07,0.44,0.37
1015,rose/4764674741_82b8f93359_n.jpg,rose,red,0.07,0.3,0.31
374,daisy/2481823240_eab0d86921.jpg,daisy,white,0.06,0.12,0.31
1264,rose/7525783408_0999483bf4_m.jpg,rose,red,0.08,0.11,0.24
1389,rose/6363951285_a802238d4e.jpg,rose,red,0.08,0.26,0.15
1555,dandelion/4708723476_a1b476a373.jpg,dandelion,yellow,0.1,0.48,0.35
738,sunflower/20667988875_6e73ac2879_n.jpg,sunflower,yellow,0.07,0.27,0.15
1938,dandelion/9029297232_de50698e2f_n.jpg,dandelion,yellow,0.06,0.33,0.29
929,sunflower/15238348741_c2fb12ecf2_m.jpg,sunflower,yellow,0.05,0.31,0.46
433,daisy/5948835387_5a98d39eff_m.jpg,daisy,white,0.07,0.38,0.39
688,sunflower/7012364067_5ffc7654c9_m.jpg,sunflower,yellow,0.06,0.27,0.23
1194,rose/6231418894_7946a7712b_n.jpg,rose,red,0.09,0.12,0.47
1801,dandelion/19438516548_bbaf350664.jpg,dandelion,yellow,0.1,0.24,0.42
708,sunflower/15495578821_92c6d14252_n.jpg,sunflower,yellow,0.08,0.34,0.29
674,sunflower/4933822272_79af205b94.jpg,sunflower,yellow,0.09,0.41,0.42
918,sunflower/5994586159_1dd99d66b4_n.jpg,sunflower,yellow,0.07,0.3,0.44
182,daisy/12585131704_0f64b17059_m.jpg,daisy,white,0.05,0.41,0.37
2600,tulip/5632006303_15acd2cf1e_n.jpg,tulip,pink,0.09,0.23,0.22
1771,dandelion/6983113346_21551e1b52_n.jpg,dandelion,yellow,0.1,0.33,0.28
1030,rose/23891005905_17ce9e6936.jpg,rose,red,0.06,0.22,0.14
2051,dandelion/14171812905_8b81d50eb9_n.jpg,dandelion,yellow,0.06,0.14,0.13
1314,rose/13231224664_4af5293a37.jpg,rose,red,0.09,0.26,0.29
2330,tulip/10128546863_8de70c610d.jpg,tulip,pink,0.06,0.41,0.3
1776,dandelion/6888894675_524a6accab_n.jpg,dandelion,yellow,0.07,0.32,0.17
2471,tulip/4521496161_2b41d4182e.jpg,tulip,pink,0.09,0.19,0.38
1175,rose/9609569441_eeb8566e94.jpg,rose,red,0.05,0.4,0.33
79,daisy/4434592930_6610d51fca_m.jpg,daisy,white,0.07,0.49,0.38
1125,rose/11944957684_2cc806276e.jpg,rose,red,0.08,0.39,0.14
753,sunflower/4933230247_a0432f01da.jpg,sunflower,yellow,0.07,0.35,0.34
1066,rose/14176042519_5792b37555.jpg,rose,red,0.05,0.41,0.21
781,sunflower/4933230161_12f3ee7587.jpg,sunflower,yellow,0.08,0.27,0.31
2256,tulip/13530690445_9f1f5cf43a_n.jpg,tulip,pink,0.06,0.16,0.38
1663,dandelion/4226758402_a1b75ce3ac_n.jpg,dandelion,yellow,0.08,0.38,0.46
2555,tulip/13974542496_e4b5d1c913_n.jpg,tulip,pink,0.06,0.3,0.27
2590,tulip/6931708704_fccb06fea8.jpg,tulip,pink,0.07,0.41,0.17
318,daisy/5665834973_76bd6c6523_m.jpg,daisy,white,0.09,0.17,0.24
1452,rose/15190665092_5c1c37a066_m.jpg,rose,red,0.08,0.17,0.3
2030,dandelion/7998106328_c3953f70e9_n.jpg,dandelion,yellow,0.09,0.28,0.35
2644,tulip/16680927427_07ca6e4552_n.jpg,tulip,pink,0.05,0.38,0.18
1169,rose/3873271620_1d9d314f01_n.jpg,rose,red,0.06,0.28,0.24
2019,dandelion/4847150510_7a5db086fa.jpg,dandelion,yellow,0.06,0.3,0.23
906,sunflower/4755075329_1fccc69d4e.jpg,sunflower,yellow,0.08,0.21,0.47
2333,tulip/5813495998_64be1b8ab6_n.jpg,tulip,pink,0.05,0.32,0.2
472,daisy/18679421522_3be9879e32.jpg,daisy,white,0.05,0.37,0.43
1910,dandelion/18282528206_7fb3166041.jpg,dandelion,yellow,0.07,0.17,0.41
1037,rose/4654893119_45d232016b.jpg,rose,red,0.08,0.35,0.22
788,sunflower/22478719251_276cb094f9_n.jpg,sunflower,yellow,0.06,0.21,0.21
1512,dandelion/18215579866_94b1732f24.jpg,dandelion,yellow,0.07,0.4,0.42
1118,rose/8388497874_1fe750cc95_m.jpg,rose,red,0.09,0.24,0.37
666,sunflower/6606743797_c90c669757.jpg,sunflower,yellow,0.06,0.21,0.17
1917,dandelion/14199664556_188b37e51e.jpg,dandelion,yellow,0.05,0.37,0.26
1079,rose/3550491463_3eb092054c_m.jpg,rose,red,0.1,0.43,0.33
1903,dandelion/14306875733_61d71c64c0_n.jpg,dandelion,yellow,0.08,0.23,0.49
2093,dandelion/7226987694_34552c3115_n.jpg,dandelion,yellow,0.05,0.39,0.47
2058,dandelion/14164392167_650946a169_n.jpg,dandelion,yellow,0.08,0.15,0.18
2744,tulip/9048307967_40a164a459_m.jpg,tulip,pink,0.09,0.16,0.37
1413,rose/5193918046_d44e4fcd75_m.jpg,rose,red,0.06,0.24,0.48
1786,dandelion/5768217474_f6b1eef6d5_n.jpg,dandelion,yellow,0.1,0.15,0.41
2295,tulip/4263272885_1a49ea5209.jpg,tulip,pink,0.08,0.2,0.15
1704,dandelion/19613308325_a67792d889.jpg,dandelion,yellow,0.09,0.47,0.26
242,daisy/3639009391_0f910681b7.jpg,daisy,white,0.07,0.39,0.28
1184,rose/4360743371_6238b36d8c_m.jpg,rose,red,0.07,0.37,0.5
676,sunflower/4813483281_f3707a71e7_n.jpg,sunflower,yellow,0.1,0.2,0.25
1703,dandelion/5655177340_78fc36ce59_m.jpg,dandelion,yellow,0.1,0.42,0.31
169,daisy/14073784469_ffb12f3387_n.jpg,daisy,white,0.09,0.12,0.44
354,daisy/14591326135_930703dbed_m.jpg,daisy,white,0.06,0.31,0.15
1069,rose/8442304572_2fdc9c7547_n.jpg,rose,red,0.05,0.32,0.21
1912,dandelion/4598938531_9749b3b56a.jpg,dandelion,yellow,0.06,0.41,0.42
2310,tulip/13472141763_f2517e7f0d.jpg,tulip,pink,0.07,0.46,0.36
1004,rose/15333843782_060cef3030.jpg,rose,red,0.05,0.4,0.16
2382,tulip/8523133474_d2c0845b54.jpg,tulip,pink,0.09,0.41,0.5
1944,dandelion/7270523166_b62fc9e5f1_m.jpg,dandelion,yellow,0.1,0.11,0.11
1186,rose/4575042086_7674b76297_n.jpg,rose,red,0.1,0.11,0.41
453,daisy/6208851904_9d916ebb32_n.jpg,daisy,white,0.09,0.45,0.15
735,sunflower/14678298676_6db8831ee6_m.jpg,sunflower,yellow,0.08,0.31,0.42
1504,dandelion/8689302980_9bd2f7b9fe_n.jpg,dandelion,yellow,0.05,0.42,0.38
1407,rose/4731069260_b270f47803_n.jpg,rose,red,0.07,0.44,0.28
340,daisy/19177263840_6a316ea639.jpg,daisy,white,0.07,0.35,0.45
580,sunflower/9483429732_5ae73eb672_n.jpg,sunflower,yellow,0.1,0.42,0.21
2524,tulip/12916135413_dafcf3089e_n.jpg,tulip,pink,0.07,0.35,0.21
985,sunflower/5738580862_e128192f75.jpg,sunflower,yellow,0.07,0.2,0.31
1220,rose/4356781875_92c5cd93c0.jpg,rose,red,0.06,0.18,0.42
740,sunflower/4895719476_bd3b6bd6fd_n.jpg,sunflower,yellow,0.08,0.4,0.24
2078,dandelion/4552571121_2677bcdec3.jpg,dandelion,yellow,0.06,0.44,0.32
693,sunflower/13959937305_2f5c532886_n.jpg,sunflower,yellow,0.1,0.15,0.27
309,daisy/14866200659_6462c723cb_m.jpg,daisy,white,0.07,0.37,0.3
2346,tulip/5430796647_f21b7b0fea.jpg,tulip,pink,0.08,0.33,0.35
837,sunflower/5970869550_d7d9fabebd_n.jpg,sunflower,yellow,0.1,0.44,0.34
2012,dandelion/8083321316_f62ea76f72_n.jpg,dandelion,yellow,0.06,0.36,0.18
27,daisy/20703737132_179560d0fb.jpg,daisy,white,0.1,0.24,0.29
213,daisy/3450822975_7e77d67636_n.jpg,daisy,white,0.05,0.3,0.31
712,sunflower/9302733302_2cb92cf275.jpg,sunflower,yellow,0.08,0.21,0.17
1485,rose/5628552852_60bbe8d9b0_n.jpg,rose,red,0.07,0.35,0.37
646,sunflower/19595718862_c68896370c_m.jpg,sunflower,yellow,0.1,0.34,0.19
649,sunflower/10386540696_0a95ee53a8_n.jpg,sunflower,yellow,0.07,0.47,0.14
2536,tulip/14491997336_36ba524713.jpg,tulip,pink,0.06,0.43,0.47
67,daisy/7454630692_ab2d67dd18_m.jpg,daisy,white,0.07,0.42,0.39
2250,tulip/17066862602_7530f21efe.jpg,tulip,pink,0.08,0.45,0.18
145,daisy/10172636503_21bededa75_n.jpg,daisy,white,0.06,0.21,0.43
110,daisy/18622672908_eab6dc9140_n.jpg,daisy,white,0.07,0.47,0.39
2597,tulip/13529687904_3d60abb479_n.jpg,tulip,pink,0.05,0.34,0.19
2437,tulip/14097676864_4ca8e8b20d_n.jpg,tulip,pink,0.06,0.15,0.14
841,sunflower/20965412955_2c640b13bd.jpg,sunflower,yellow,0.07,0.43,0.28
847,sunflower/4980406384_791774d953.jpg,sunflower,yellow,0.09,0.41,0.38
2077,dandelion/14805304536_c321a7b061_n.jpg,dandelion,yellow,0.06,0.13,0.21
245,daisy/16020253176_60f2a6a5ca_n.jpg,daisy,white,0.09,0.26,0.49
542,sunflower/21518663809_3d69f5b995_n.jpg,sunflower,yellow,0.09,0.17,0.2
1471,rose/16772483324_09f24813a1_n.jpg,rose,red,0.06,0.2,0.21
1966,dandelion/19599413676_fc9ee2640e.jpg,dandelion,yellow,0.09,0.47,0.22
366,daisy/5739768868_9f982684f9_n.jpg,daisy,white,0.1,0.46,0.21
